2026-04-21:20:04:24 | INFO | mcp_operation | {"timestamp": "2026-04-21T12:04:24.747805+00:00", "event": "中危_operation", "request_id": "7a22b8f9-03f1-4b62-87b9-58eef2239102", "risk_level": "中危", "operation": "sendRedfish:unknown:unknown:unknown", "reason": "Redfish  操作风险未知，默认为中危", "user": "s10643", "action": "logged_and_proceed"}
2026-04-21:20:28:30 | INFO | mcp_operation | {"timestamp": "2026-04-21T12:28:30.472274+00:00", "request_id": "a7714a2e-e3c5-4256-b47f-b5d6cb2d4832", "tool_name": "sendIPMI", "user": "s10643", "event": "request_end", "duration_ms": 1156, "status": "success", "result": "{\n  \"returncode\": 0,\n  \"stdout\": \"\\n\",\n  \"stderr\": \"\"\n}"}
2026-04-21:20:32:49 | INFO | mcp_operation | {"timestamp": "2026-04-21T12:32:49.188047+00:00", "event": "中危_operation", "request_id": "5a70b2a9-9edf-4f7b-82e8-9cb581b24554", "risk_level": "中危", "operation": "sendRedfish:unknown:unknown:unknown", "reason": "Redfish  操作风险未知，默认为中危", "user": "s10643", "action": "logged_and_proceed"}
2026-04-21:20:32:49 | INFO | mcp_operation | {"timestamp": "2026-04-21T12:32:49.188047+00:00", "request_id": "bd94b232-b9b6-4249-b3cf-2cfaa9445ef9", "tool_name": "sendRedfish", "user": "s10643", "event": "request_start", "parameters": {}}
2026-04-21:20:32:49 | INFO | mcp_operation | {"timestamp": "2026-04-21T12:32:49.316051+00:00", "request_id": "bd94b232-b9b6-4249-b3cf-2cfaa9445ef9", "tool_name": "sendRedfish", "user": "s10643", "event": "request_end", "duration_ms": 128, "status": "success", "result": "{\n  \"status_code\": 200,\n  \"headers\": {\n    \"Allow\": \"GET\",\n    \"ETag\": \"W/\\\"885b3fd7bba083078e7c09b287a4fdfc\\\"\",\n    \"Pragma\": \"no-cache\",\n    \"Cache-Control\": \"no-Store,no-Cache\",\n    \"Content-Type\":..."}
2026-04-22:09:30:10 | INFO | mcp_operation | {"timestamp": "2026-04-22T01:30:10.858579+00:00", "event": "中危_operation", "request_id": "838d16b9-f185-4716-b786-1b96fbfe7720", "risk_level": "中危", "operation": "sendIPMI:unknown:unknown:unknown", "reason": "Redfish  操作风险未知，默认为中危", "user": "unknown", "action": "logged_and_proceed"}
2026-04-22:09:30:10 | INFO | mcp_operation | {"timestamp": "2026-04-22T01:30:10.859579+00:00", "request_id": "96a7007d-c713-4f2c-b326-37df6102395f", "tool_name": "sendIPMI", "user": "unknown", "event": "request_start", "parameters": {}}
2026-04-22:09:30:10 | ERROR | mcp_operation | {"timestamp": "2026-04-22T01:30:10.860579+00:00", "request_id": "96a7007d-c713-4f2c-b326-37df6102395f", "tool_name": "sendIPMI", "user": "unknown", "event": "request_error", "error_type": "ValidationError", "error_message": "参数校验失败: userName - 不能为空", "parameters": {}, "suggestion": "请检查参数是否正确，或联系管理员"}
Traceback (most recent call last):
  File "D:\Workspace\MCPServer\decorators\logging_decorator.py", line 157, in wrapper
    result = await func(*args, **kwargs)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\Workspace\MCPServer\decorators\validation_decorator.py", line 112, in wrapper
    _validate_not_empty(str(value), name)
  File "D:\Workspace\MCPServer\decorators\validation_decorator.py", line 67, in _validate_not_empty
    raise ValidationError(field_name, "不能为空")
decorators.validation_decorator.ValidationError: 参数校验失败: userName - 不能为空
2026-04-22:09:30:10 | WARNING | mcp_operation | {"timestamp": "2026-04-22T01:30:10.863580+00:00", "request_id": "96a7007d-c713-4f2c-b326-37df6102395f", "tool_name": "sendIPMI", "user": "unknown", "event": "request_end", "duration_ms": 4, "status": "failed", "result": "参数校验失败: userName - 不能为空"}
2026-04-22:09:30:16 | INFO | mcp_operation | {"timestamp": "2026-04-22T01:30:16.161702+00:00", "event": "中危_operation", "request_id": "854480c8-b475-4112-be66-133b7e0a27f9", "risk_level": "中危", "operation": "sendIPMI:unknown:unknown:unknown", "reason": "Redfish  操作风险未知，默认为中危", "user": "s10643", "action": "logged_and_proceed"}
2026-04-22:09:30:16 | INFO | mcp_operation | {"timestamp": "2026-04-22T01:30:16.162701+00:00", "request_id": "cbbdcebe-391f-45d3-8100-2e73667cd586", "tool_name": "sendIPMI", "user": "s10643", "event": "request_start", "parameters": {}}
2026-04-22:09:30:16 | INFO | mcp_operation | {"timestamp": "2026-04-22T01:30:16.387710+00:00", "request_id": "cbbdcebe-391f-45d3-8100-2e73667cd586", "tool_name": "sendIPMI", "user": "s10643", "event": "request_end", "duration_ms": 225, "status": "success", "result": "{\n  \"returncode\": 0,\n  \"stdout\": \" 20 83 03 05 02 bf a2 63 00 01 00 00 00 00 00\\n\",\n  \"stderr\": \"\"\n}"}
2026-04-22:09:34:13 | INFO | mcp_operation | {"timestamp": "2026-04-22T01:34:13.450423+00:00", "event": "中危_operation", "request_id": "bbb597dc-87bd-488a-b43e-8e2956d036d8", "risk_level": "中危", "operation": "sendRedfish:unknown:unknown:unknown", "reason": "Redfish  操作风险未知，默认为中危", "user": "s10643", "action": "logged_and_proceed"}
2026-04-22:09:34:13 | INFO | mcp_operation | {"timestamp": "2026-04-22T01:34:13.450423+00:00", "request_id": "9977f1d0-5723-4662-961f-8c03c213d5b8", "tool_name": "sendRedfish", "user": "s10643", "event": "request_start", "parameters": {}}
2026-04-22:09:34:13 | INFO | mcp_operation | {"timestamp": "2026-04-22T01:34:13.609424+00:00", "request_id": "9977f1d0-5723-4662-961f-8c03c213d5b8", "tool_name": "sendRedfish", "user": "s10643", "event": "request_end", "duration_ms": 159, "status": "success", "result": "{\n  \"status_code\": 200,\n  \"headers\": {\n    \"Allow\": \"GET\",\n    \"ETag\": \"W/\\\"885b3fd7bba083078e7c09b287a4fdfc\\\"\",\n    \"Pragma\": \"no-cache\",\n    \"Cache-Control\": \"no-Store,no-Cache\",\n    \"Content-Type\":..."}
2026-04-22:17:28:00 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:28:00.850898+00:00", "event": "中危_operation", "request_id": "019948ce-4af3-4cb5-bc21-e73b94e31cf2", "risk_level": "中危", "operation": "sendRedfish:unknown:unknown:unknown", "reason": "Redfish  操作风险未知，默认为中危", "user": "s10643", "action": "logged_and_proceed"}
2026-04-22:17:28:00 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:28:00.851897+00:00", "request_id": "1bd50b1e-3056-4e8c-9323-8580dc5aac0e", "tool_name": "sendRedfish", "user": "s10643", "event": "request_start", "parameters": {}}
2026-04-22:17:28:01 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:28:01.110914+00:00", "request_id": "1bd50b1e-3056-4e8c-9323-8580dc5aac0e", "tool_name": "sendRedfish", "user": "s10643", "event": "request_end", "duration_ms": 258, "status": "success", "result": "{\n  \"status_code\": 200,\n  \"headers\": {\n    \"Allow\": \"GET, PATCH\",\n    \"ETag\": \"W/\\\"63838d780148e5be5cba1036ddae5972\\\"\",\n    \"Pragma\": \"no-cache\",\n    \"Cache-Control\": \"no-Store,no-Cache\",\n    \"Content..."}
2026-04-22:17:28:08 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:28:08.252516+00:00", "event": "中危_operation", "request_id": "6b1223d6-c372-4cc0-a19f-46d54b45ed75", "risk_level": "中危", "operation": "sendRedfish:unknown:unknown:unknown", "reason": "Redfish  操作风险未知，默认为中危", "user": "s10643", "action": "logged_and_proceed"}
2026-04-22:17:28:08 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:28:08.252516+00:00", "request_id": "4844ab76-d3bf-4338-8735-8a4cb60be039", "tool_name": "sendRedfish", "user": "s10643", "event": "request_start", "parameters": {}}
2026-04-22:17:28:08 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:28:08.425872+00:00", "request_id": "4844ab76-d3bf-4338-8735-8a4cb60be039", "tool_name": "sendRedfish", "user": "s10643", "event": "request_end", "duration_ms": 173, "status": "success", "result": "{\n  \"status_code\": 200,\n  \"headers\": {\n    \"Allow\": \"GET, POST\",\n    \"ETag\": \"W/\\\"fd530c2afab793d4b31a5cd1c2bc6450\\\"\",\n    \"Pragma\": \"no-cache\",\n    \"Cache-Control\": \"no-Store,no-Cache\",\n    \"Content-..."}
2026-04-22:17:28:16 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:28:16.005933+00:00", "event": "中危_operation", "request_id": "9f998302-5b98-449f-904c-79afdcf47e32", "risk_level": "中危", "operation": "sendRedfish:unknown:unknown:unknown", "reason": "Redfish  操作风险未知，默认为中危", "user": "s10643", "action": "logged_and_proceed"}
2026-04-22:17:28:16 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:28:16.006927+00:00", "request_id": "bcc716b9-20fa-499c-9df1-bb43f5f59216", "tool_name": "sendRedfish", "user": "s10643", "event": "request_start", "parameters": {}}
2026-04-22:17:28:16 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:28:16.173935+00:00", "request_id": "bcc716b9-20fa-499c-9df1-bb43f5f59216", "tool_name": "sendRedfish", "user": "s10643", "event": "request_end", "duration_ms": 167, "status": "success", "result": "{\n  \"status_code\": 200,\n  \"headers\": {\n    \"Allow\": \"GET, PATCH, DELETE\",\n    \"ETag\": \"W/\\\"79f7faa639cc4c3867069b3fe3523828\\\"\",\n    \"Pragma\": \"no-cache\",\n    \"Cache-Control\": \"no-Store,no-Cache\",\n    ..."}
2026-04-22:17:28:23 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:28:23.303251+00:00", "event": "中危_operation", "request_id": "31a243c9-9058-416a-a11b-59f9b31137f2", "risk_level": "中危", "operation": "sendRedfish:unknown:unknown:unknown", "reason": "Redfish  操作风险未知，默认为中危", "user": "s10643", "action": "logged_and_proceed"}
2026-04-22:17:28:23 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:28:23.303251+00:00", "request_id": "6e17838d-d975-42a7-a515-1994d0d6a00c", "tool_name": "sendRedfish", "user": "s10643", "event": "request_start", "parameters": {}}
2026-04-22:17:28:23 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:28:23.483256+00:00", "request_id": "6e17838d-d975-42a7-a515-1994d0d6a00c", "tool_name": "sendRedfish", "user": "s10643", "event": "request_end", "duration_ms": 178, "status": "success", "result": "{\n  \"status_code\": 200,\n  \"headers\": {\n    \"Allow\": \"GET, PATCH, DELETE\",\n    \"ETag\": \"W/\\\"9b40d53dd60bca6f304a8cfc7e724d8f\\\"\",\n    \"Pragma\": \"no-cache\",\n    \"Cache-Control\": \"no-Store,no-Cache\",\n    ..."}
2026-04-22:17:28:30 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:28:30.332996+00:00", "event": "中危_operation", "request_id": "13cd6bf3-cd0f-43c5-84be-b9ff3af50843", "risk_level": "中危", "operation": "sendRedfish:unknown:unknown:unknown", "reason": "Redfish  操作风险未知，默认为中危", "user": "s10643", "action": "logged_and_proceed"}
2026-04-22:17:28:30 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:28:30.332996+00:00", "request_id": "0400866d-e238-4834-8ba2-4cb3011cb799", "tool_name": "sendRedfish", "user": "s10643", "event": "request_start", "parameters": {}}
2026-04-22:17:28:30 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:28:30.487020+00:00", "request_id": "0400866d-e238-4834-8ba2-4cb3011cb799", "tool_name": "sendRedfish", "user": "s10643", "event": "request_end", "duration_ms": 153, "status": "success", "result": "{\n  \"status_code\": 200,\n  \"headers\": {\n    \"Allow\": \"GET, PATCH, DELETE\",\n    \"ETag\": \"W/\\\"e9f59a3f8af91bb7ef754c0139622d52\\\"\",\n    \"Pragma\": \"no-cache\",\n    \"Cache-Control\": \"no-Store,no-Cache\",\n    ..."}
2026-04-22:17:28:38 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:28:38.595335+00:00", "event": "中危_operation", "request_id": "676c2ea1-0a6a-49a7-a8e5-88e511ceb49d", "risk_level": "中危", "operation": "sendRedfish:unknown:unknown:unknown", "reason": "Redfish  操作风险未知，默认为中危", "user": "s10643", "action": "logged_and_proceed"}
2026-04-22:17:28:38 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:28:38.596344+00:00", "request_id": "87dc5e28-b0a8-494d-9a36-581812d5aa36", "tool_name": "sendRedfish", "user": "s10643", "event": "request_start", "parameters": {}}
2026-04-22:17:28:38 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:28:38.810352+00:00", "request_id": "87dc5e28-b0a8-494d-9a36-581812d5aa36", "tool_name": "sendRedfish", "user": "s10643", "event": "request_end", "duration_ms": 214, "status": "success", "result": "{\n  \"status_code\": 200,\n  \"headers\": {\n    \"Allow\": \"GET, PATCH, DELETE\",\n    \"ETag\": \"W/\\\"f67aa343767e16e9749929ff1de0730d\\\"\",\n    \"Pragma\": \"no-cache\",\n    \"Cache-Control\": \"no-Store,no-Cache\",\n    ..."}
2026-04-22:17:28:45 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:28:45.289277+00:00", "event": "中危_operation", "request_id": "796aed67-0cf1-48a8-b8df-83da44e5ae20", "risk_level": "中危", "operation": "sendRedfish:unknown:unknown:unknown", "reason": "Redfish  操作风险未知，默认为中危", "user": "s10643", "action": "logged_and_proceed"}
2026-04-22:17:28:45 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:28:45.289277+00:00", "request_id": "d74e5009-ca48-44ab-b26a-2e92d3953bea", "tool_name": "sendRedfish", "user": "s10643", "event": "request_start", "parameters": {}}
2026-04-22:17:28:45 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:28:45.409845+00:00", "request_id": "d74e5009-ca48-44ab-b26a-2e92d3953bea", "tool_name": "sendRedfish", "user": "s10643", "event": "request_end", "duration_ms": 120, "status": "success", "result": "{\n  \"status_code\": 200,\n  \"headers\": {\n    \"Allow\": \"GET, PATCH, DELETE\",\n    \"ETag\": \"W/\\\"1f40e563a165bf68092da137d382e112\\\"\",\n    \"Pragma\": \"no-cache\",\n    \"Cache-Control\": \"no-Store,no-Cache\",\n    ..."}
2026-04-22:17:28:51 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:28:51.371806+00:00", "event": "中危_operation", "request_id": "e9eeb5f1-5b40-42ba-8297-f11e804f05c8", "risk_level": "中危", "operation": "sendRedfish:unknown:unknown:unknown", "reason": "Redfish  操作风险未知，默认为中危", "user": "s10643", "action": "logged_and_proceed"}
2026-04-22:17:28:51 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:28:51.371806+00:00", "request_id": "521617c8-5ef3-4576-a2e0-c7c051d642e8", "tool_name": "sendRedfish", "user": "s10643", "event": "request_start", "parameters": {}}
2026-04-22:17:28:51 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:28:51.494329+00:00", "request_id": "521617c8-5ef3-4576-a2e0-c7c051d642e8", "tool_name": "sendRedfish", "user": "s10643", "event": "request_end", "duration_ms": 122, "status": "success", "result": "{\n  \"status_code\": 200,\n  \"headers\": {\n    \"Allow\": \"GET, POST\",\n    \"ETag\": \"W/\\\"d4956d37057f3bccf78bece18904225a\\\"\",\n    \"Pragma\": \"no-cache\",\n    \"Cache-Control\": \"no-Store,no-Cache\",\n    \"Content-..."}
2026-04-22:17:28:58 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:28:58.276889+00:00", "event": "中危_operation", "request_id": "7a5ccd84-6611-4188-b92a-223e210e4519", "risk_level": "中危", "operation": "sendRedfish:unknown:unknown:unknown", "reason": "Redfish  操作风险未知，默认为中危", "user": "s10643", "action": "logged_and_proceed"}
2026-04-22:17:28:58 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:28:58.277888+00:00", "request_id": "aab5643f-3fb7-4309-aca1-d603511ade7a", "tool_name": "sendRedfish", "user": "s10643", "event": "request_start", "parameters": {}}
2026-04-22:17:28:58 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:28:58.404893+00:00", "request_id": "aab5643f-3fb7-4309-aca1-d603511ade7a", "tool_name": "sendRedfish", "user": "s10643", "event": "request_end", "duration_ms": 127, "status": "success", "result": "{\n  \"status_code\": 200,\n  \"headers\": {\n    \"Allow\": \"GET, PATCH, DELETE\",\n    \"ETag\": \"W/\\\"c41748a863c9e6ef455cca25ea206499\\\"\",\n    \"Pragma\": \"no-cache\",\n    \"Cache-Control\": \"no-Store,no-Cache\",\n    ..."}
2026-04-22:17:29:03 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:29:03.688477+00:00", "event": "中危_operation", "request_id": "d39444da-008c-4b68-8964-c1a13ec2ba42", "risk_level": "中危", "operation": "sendRedfish:unknown:unknown:unknown", "reason": "Redfish  操作风险未知，默认为中危", "user": "s10643", "action": "logged_and_proceed"}
2026-04-22:17:29:03 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:29:03.688477+00:00", "request_id": "9d725aae-fc8d-47f5-a641-f96539f54c31", "tool_name": "sendRedfish", "user": "s10643", "event": "request_start", "parameters": {}}
2026-04-22:17:29:03 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:29:03.862480+00:00", "request_id": "9d725aae-fc8d-47f5-a641-f96539f54c31", "tool_name": "sendRedfish", "user": "s10643", "event": "request_end", "duration_ms": 174, "status": "success", "result": "{\n  \"status_code\": 200,\n  \"headers\": {\n    \"Allow\": \"GET, PATCH, DELETE\",\n    \"ETag\": \"W/\\\"6f0e093937be258a3171cb7533035c15\\\"\",\n    \"Pragma\": \"no-cache\",\n    \"Cache-Control\": \"no-Store,no-Cache\",\n    ..."}
2026-04-22:17:29:09 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:29:09.117332+00:00", "event": "中危_operation", "request_id": "3b5eb136-3c64-4008-ba63-f4fee4c6fec9", "risk_level": "中危", "operation": "sendRedfish:unknown:unknown:unknown", "reason": "Redfish  操作风险未知，默认为中危", "user": "s10643", "action": "logged_and_proceed"}
2026-04-22:17:29:09 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:29:09.117332+00:00", "request_id": "73043974-2658-4402-8917-6723dca98c1c", "tool_name": "sendRedfish", "user": "s10643", "event": "request_start", "parameters": {}}
2026-04-22:17:29:09 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:29:09.253338+00:00", "request_id": "73043974-2658-4402-8917-6723dca98c1c", "tool_name": "sendRedfish", "user": "s10643", "event": "request_end", "duration_ms": 136, "status": "success", "result": "{\n  \"status_code\": 200,\n  \"headers\": {\n    \"Allow\": \"GET, PATCH, DELETE\",\n    \"ETag\": \"W/\\\"5733c0c634e33d2d75efc6b066108ca0\\\"\",\n    \"Pragma\": \"no-cache\",\n    \"Cache-Control\": \"no-Store,no-Cache\",\n    ..."}
2026-04-22:17:29:14 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:29:14.818038+00:00", "event": "中危_operation", "request_id": "b0de7fed-8510-434d-9e64-b96e9aab1772", "risk_level": "中危", "operation": "sendRedfish:unknown:unknown:unknown", "reason": "Redfish  操作风险未知，默认为中危", "user": "s10643", "action": "logged_and_proceed"}
2026-04-22:17:29:14 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:29:14.818038+00:00", "request_id": "73a17db6-b8b4-4342-828c-57d4a96492ad", "tool_name": "sendRedfish", "user": "s10643", "event": "request_start", "parameters": {}}
2026-04-22:17:29:14 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:29:14.953048+00:00", "request_id": "73a17db6-b8b4-4342-828c-57d4a96492ad", "tool_name": "sendRedfish", "user": "s10643", "event": "request_end", "duration_ms": 135, "status": "success", "result": "{\n  \"status_code\": 200,\n  \"headers\": {\n    \"Allow\": \"GET, PATCH, DELETE\",\n    \"ETag\": \"W/\\\"fa99854d720fb790c13526b0490bb9ac\\\"\",\n    \"Pragma\": \"no-cache\",\n    \"Cache-Control\": \"no-Store,no-Cache\",\n    ..."}
2026-04-22:17:29:20 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:29:20.485142+00:00", "event": "中危_operation", "request_id": "5fdbccf9-b1b6-4a73-a011-84e1190fa542", "risk_level": "中危", "operation": "sendRedfish:unknown:unknown:unknown", "reason": "Redfish  操作风险未知，默认为中危", "user": "s10643", "action": "logged_and_proceed"}
2026-04-22:17:29:20 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:29:20.485142+00:00", "request_id": "808f83ea-97ce-4468-9961-fd80c350b565", "tool_name": "sendRedfish", "user": "s10643", "event": "request_start", "parameters": {}}
2026-04-22:17:29:20 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:29:20.601145+00:00", "request_id": "808f83ea-97ce-4468-9961-fd80c350b565", "tool_name": "sendRedfish", "user": "s10643", "event": "request_end", "duration_ms": 116, "status": "success", "result": "{\n  \"status_code\": 200,\n  \"headers\": {\n    \"Allow\": \"GET, PATCH, DELETE\",\n    \"ETag\": \"W/\\\"ccd881488925e16d29b345b04059545d\\\"\",\n    \"Pragma\": \"no-cache\",\n    \"Cache-Control\": \"no-Store,no-Cache\",\n    ..."}
2026-04-22:17:29:26 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:29:26.046575+00:00", "event": "中危_operation", "request_id": "b1f0d252-88ea-45d4-835d-5b8112767a2c", "risk_level": "中危", "operation": "sendRedfish:unknown:unknown:unknown", "reason": "Redfish  操作风险未知，默认为中危", "user": "s10643", "action": "logged_and_proceed"}
2026-04-22:17:29:26 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:29:26.046575+00:00", "request_id": "547ac195-75a2-4a24-af95-73825cecb15c", "tool_name": "sendRedfish", "user": "s10643", "event": "request_start", "parameters": {}}
2026-04-22:17:29:26 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:29:26.178576+00:00", "request_id": "547ac195-75a2-4a24-af95-73825cecb15c", "tool_name": "sendRedfish", "user": "s10643", "event": "request_end", "duration_ms": 132, "status": "success", "result": "{\n  \"status_code\": 200,\n  \"headers\": {\n    \"Allow\": \"GET, PATCH, DELETE\",\n    \"ETag\": \"W/\\\"25acfeedaa38e372257b2845f5b150c4\\\"\",\n    \"Pragma\": \"no-cache\",\n    \"Cache-Control\": \"no-Store,no-Cache\",\n    ..."}
2026-04-22:17:29:32 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:29:32.804884+00:00", "event": "中危_operation", "request_id": "c29bf918-0b2a-4bd8-ae1c-1b9a085aa27b", "risk_level": "中危", "operation": "sendRedfish:unknown:unknown:unknown", "reason": "Redfish  操作风险未知，默认为中危", "user": "s10643", "action": "logged_and_proceed"}
2026-04-22:17:29:32 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:29:32.805883+00:00", "request_id": "ee998990-e061-4d0f-8beb-5f4218e42c92", "tool_name": "sendRedfish", "user": "s10643", "event": "request_start", "parameters": {}}
2026-04-22:17:29:32 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:29:32.964887+00:00", "request_id": "ee998990-e061-4d0f-8beb-5f4218e42c92", "tool_name": "sendRedfish", "user": "s10643", "event": "request_end", "duration_ms": 159, "status": "success", "result": "{\n  \"status_code\": 200,\n  \"headers\": {\n    \"Allow\": \"GET, PATCH, DELETE\",\n    \"ETag\": \"W/\\\"4e757bd077d8b83e466e141a82d4c3f1\\\"\",\n    \"Pragma\": \"no-cache\",\n    \"Cache-Control\": \"no-Store,no-Cache\",\n    ..."}
2026-04-22:17:29:39 | INFO | mcp_operation | {"timestamp": "2026-04-22T09:29:39.265094+00:00", "event": "中危_operation", "request_id": "46c2d8f0-adcd-431b-94cc-bccfde695648", "risk_level": "中危", "operation": "sendRedfish:unknown:unknown:unknown", "reason": "Redfish  操作风险未知，默认为中危", "user": "s10643", "action": "logged_and_proceed"}
